delegado;memoria;tiempo
delegado 1: ;0.0;2.29699187E8
delegado 0: ;0.0;2.29718448E8
delegado 2: ;0.0;1.05841679E8
delegado 3: ;0.0;1.04133793E8
delegado 4: ;9.5;1.03638615E8
delegado 5: ;9.5;1.01885136E8
delegado 6: ;9.5;9.9221028E7
delegado 7: ;9.5;9.8549089E7
delegado 8: ;0.0;1.01783468E8
delegado 9: ;0.0;1.00117517E8
delegado 10: ;0.0;1.01925121E8
delegado 11: ;0.0;9.8003931E7
delegado 12: ;0.0;1.02429075E8
delegado 13: ;0.0;1.00935985E8
delegado 15: ;0.0;9.8817767E7
delegado 14: ;0.0;1.00598065E8
delegado 17: ;0.0;9.8406704E7
delegado 16: ;0.0;1.01760305E8
delegado 18: ;0.0;1.01659369E8
delegado 19: ;0.0;9.2304635E7
delegado 21: ;3.8;9.5587289E7
delegado 20: ;3.8;9.8939428E7
delegado 22: ;3.8;1.01914149E8
delegado 23: ;3.8;1.01327788E8
delegado 25: ;3.8;9.5192073E7
delegado 24: ;3.8;9.798857E7
delegado 26: ;3.7;1.02117975E8
delegado 27: ;3.7;1.015577E8
delegado 28: ;3.7;1.02993007E8
delegado 29: ;3.7;1.01627674E8
delegado 30: ;3.7;1.0054272E8
delegado 31: ;3.7;1.00342796E8
delegado 33: ;3.4;1.01793464E8
delegado 32: ;3.4;1.0212602E8
delegado 34: ;3.4;1.00569295E8
delegado 35: ;3.4;1.00031452E8
delegado 37: ;3.4;1.01430676E8
delegado 36: ;3.4;1.0141629E8
delegado 38: ;0.0;1.01696916E8
delegado 39: ;0.0;1.00939155E8
delegado 41: ;0.0;9.7298833E7
delegado 40: ;0.0;1.00015116E8
delegado 43: ;0.0;9.832966E7
delegado 42: ;0.0;1.00451535E8
delegado 44: ;0.0;1.01784687E8
delegado 45: ;0.0;9.9526278E7
delegado 46: ;0.0;1.02085792E8
delegado 47: ;0.0;1.01072275E8
delegado 49: ;0.0;1.00590019E8
delegado 48: ;0.0;1.03044939E8
delegado 50: ;9.3;1.0284916E8
delegado 51: ;9.3;1.00200412E8
delegado 52: ;9.3;1.01305844E8
delegado 53: ;9.3;1.01035703E8
delegado 55: ;9.3;1.01516252E8
delegado 54: ;9.3;1.01471147E8
delegado 56: ;0.0;1.01843445E8
delegado 57: ;0.0;1.0187002E8
delegado 58: ;0.0;9.233438E7
delegado 59: ;0.0;9.2217352E7
delegado 60: ;0.0;9.380504E7
delegado 61: ;0.0;9.1942334E7
delegado 62: ;0.0;9.8709272E7
delegado 63: ;0.0;1.00978895E8
delegado 65: ;0.0;1.00332069E8
delegado 64: ;0.0;9.7175465E7
delegado 67: ;0.0;9.4931928E7
delegado 66: ;0.0;1.02576337E8
delegado 68: ;6.5;1.01559407E8
delegado 69: ;6.5;9.9335619E7
delegado 70: ;6.5;9.9857615E7
delegado 71: ;6.5;9.9999269E7
delegado 72: ;6.5;1.02337891E8
delegado 73: ;6.5;1.02704581E8
delegado 74: ;10.0;1.00490545E8
delegado 75: ;10.0;9.9441432E7
delegado 76: ;10.0;1.02517578E8
delegado 77: ;10.0;9.2659866E7
delegado 78: ;10.0;9.4746876E7
delegado 79: ;10.0;9.0534821E7
