delegado;memoria;tiempo
delegado 0: ;0.0;2.48244571E8
delegado 1: ;0.0;2.48335024E8
delegado 2: ;0.0;1.13922995E8
delegado 3: ;0.0;1.10654239E8
delegado 5: ;13.5;1.15025259E8
delegado 4: ;13.5;1.1393226E8
delegado 7: ;13.5;1.14836063E8
delegado 6: ;13.5;1.18481017E8
delegado 8: ;0.0;1.13214484E8
delegado 9: ;0.0;1.10060806E8
delegado 10: ;0.0;1.13286408E8
delegado 11: ;0.0;1.11651908E8
delegado 13: ;0.0;1.10646925E8
delegado 12: ;0.0;1.08197125E8
delegado 15: ;0.0;1.07347936E8
delegado 14: ;0.0;1.08692059E8
delegado 17: ;0.0;1.1420167E8
delegado 16: ;0.0;1.14650279E8
delegado 18: ;0.0;1.12812443E8
delegado 19: ;0.0;1.11293751E8
delegado 21: ;0.0;1.11290339E8
delegado 20: ;0.0;1.12853158E8
delegado 23: ;0.0;1.10479184E8
delegado 22: ;0.0;1.1160851E8
delegado 24: ;0.0;1.14439872E8
delegado 25: ;0.0;1.0845215E8
delegado 26: ;3.6;1.13768176E8
delegado 27: ;3.6;1.12651772E8
delegado 29: ;3.6;1.07505925E8
delegado 28: ;3.6;1.19803929E8
delegado 30: ;3.6;1.12470621E8
delegado 31: ;3.6;1.15243956E8
delegado 32: ;0.6;1.10471382E8
delegado 33: ;0.6;1.1737851E8
delegado 34: ;0.6;1.13075269E8
delegado 35: ;0.6;1.09565629E8
delegado 36: ;0.6;1.15466066E8
delegado 37: ;0.6;1.19477955E8
delegado 38: ;5.8;1.12860229E8
delegado 39: ;5.8;1.04024322E8
delegado 40: ;5.8;1.12617151E8
delegado 41: ;5.8;1.12068579E8
delegado 42: ;5.8;1.01583787E8
delegado 43: ;5.8;1.11777226E8
delegado 44: ;3.3;1.12518895E8
delegado 45: ;3.3;1.12298247E8
delegado 46: ;3.3;1.13943475E8
delegado 47: ;3.3;1.10203435E8
delegado 48: ;3.3;1.14539833E8
delegado 49: ;3.3;1.1542145E8
delegado 50: ;14.2;1.13748671E8
delegado 51: ;14.2;1.15007948E8
delegado 52: ;14.2;1.14594447E8
delegado 53: ;14.2;1.14763408E8
delegado 54: ;14.2;1.00164328E8
delegado 55: ;14.2;1.23282848E8
delegado 56: ;13.6;8.3735213E7
delegado 57: ;13.6;8.4041194E7
delegado 58: ;13.6;8.3087898E7
delegado 59: ;13.6;8.58271E7
delegado 60: ;13.6;8.5085431E7
delegado 61: ;13.6;8.4887457E7
delegado 62: ;7.9;8.3753255E7
delegado 63: ;7.9;8.3835906E7
delegado 64: ;7.9;8.2701703E7
delegado 65: ;7.9;8.6205492E7
delegado 66: ;7.9;8.3446786E7
delegado 67: ;7.9;8.4265255E7
delegado 68: ;8.5;8.519417E7
delegado 69: ;8.5;8.318469E7
delegado 70: ;8.5;8.2302343E7
delegado 71: ;8.5;8.1709399E7
delegado 72: ;8.5;8.3453612E7
delegado 73: ;8.5;8.4873317E7
delegado 74: ;23.2;8.2946976E7
delegado 75: ;23.2;8.3883206E7
delegado 76: ;23.2;8.2228956E7
delegado 77: ;23.2;8.1933215E7
delegado 78: ;23.2;8.2676835E7
delegado 79: ;23.2;8.2209695E7
