delegado 1: ;0.0;2.39210446E8
delegado 0: ;0.0;2.39142911E8
delegado 3: ;0.0;9.5854017E7
delegado 2: ;0.0;1.00451292E8
delegado 4: ;13.2;9.6576668E7
delegado 5: ;13.2;9.4115654E7
delegado 7: ;13.2;1.03677381E8
delegado 6: ;13.2;1.04290318E8
delegado 8: ;0.0;9.9842499E7
delegado 9: ;0.0;9.5018237E7
delegado 10: ;0.0;1.04037244E8
delegado 11: ;0.0;1.02880855E8
delegado 13: ;0.0;1.02989838E8
delegado 12: ;0.0;1.03440886E8
delegado 15: ;0.0;1.00525654E8
delegado 14: ;0.0;1.02213305E8
delegado 16: ;0.0;1.05592018E8
delegado 17: ;0.0;1.03910463E8
delegado 19: ;0.0;9.812876E7
delegado 18: ;0.0;9.9606979E7
delegado 20: ;0.0;1.05253367E8
delegado 21: ;0.0;1.03291187E8
delegado 23: ;0.0;1.01518934E8
delegado 22: ;0.0;9.7578482E7
delegado 24: ;0.0;1.01530881E8
delegado 25: ;0.0;9.7668935E7
delegado 26: ;0.0;9.9453135E7
delegado 27: ;0.0;9.8483992E7
delegado 28: ;0.0;1.0228791E8
delegado 29: ;0.0;1.01669121E8
delegado 31: ;0.0;1.0089917E8
delegado 30: ;0.0;1.02487346E8
delegado 32: ;0.0;1.01375818E8
delegado 33: ;0.0;1.00873814E8
delegado 34: ;0.0;1.01767132E8
delegado 35: ;0.0;1.01337296E8
delegado 36: ;0.0;9.8986971E7
delegado 37: ;0.0;9.8206536E7
delegado 39: ;0.0;1.0009216E8
delegado 38: ;0.0;1.01204176E8
delegado 40: ;0.0;1.00638294E8
delegado 41: ;0.0;9.631116E7
delegado 43: ;0.0;1.00871132E8
delegado 42: ;0.0;1.16764109E8
delegado 44: ;2.0;9.9364144E7
delegado 45: ;2.0;1.00203093E8
delegado 46: ;2.0;1.02633876E8
delegado 47: ;2.0;1.01820771E8
delegado 48: ;2.0;1.01693015E8
delegado 49: ;2.0;1.02350813E8
delegado 50: ;4.1;1.00668039E8
delegado 51: ;4.1;1.00560031E8
delegado 52: ;4.1;9.9646964E7
delegado 53: ;4.1;9.9667931E7
delegado 54: ;4.1;1.01825403E8
delegado 55: ;4.1;1.01765914E8
delegado 56: ;5.2;1.0191415E8
delegado 57: ;5.2;1.02430295E8
delegado 58: ;5.2;9.4928759E7
delegado 59: ;5.2;9.9007938E7
delegado 60: ;5.2;1.01866363E8
delegado 61: ;5.2;1.00521509E8
delegado 62: ;3.8;1.02707263E8
delegado 63: ;3.8;1.02916451E8
delegado 64: ;3.8;9.8549577E7
delegado 65: ;3.8;9.8967709E7
delegado 66: ;3.8;1.04721374E8
delegado 67: ;3.8;1.00700222E8
delegado 68: ;7.5;1.00070217E8
delegado 69: ;7.5;1.01176626E8
delegado 70: ;7.5;1.02817952E8
delegado 71: ;7.5;1.02015087E8
delegado 72: ;7.5;1.00631467E8
delegado 73: ;7.5;9.1761427E7
delegado 74: ;2.8;1.01033509E8
delegado 75: ;2.8;9.4605223E7
delegado 76: ;2.8;1.00856991E8
delegado 77: ;2.8;9.7686246E7
delegado 78: ;2.8;1.00951345E8
delegado 79: ;2.8;9.4860979E7
