delegado;memoria;tiempo
delegado 0: ;0.0;2.46285316E8
delegado 1: ;0.0;1.00473966E8
delegado 2: ;14.9;9.9602347E7
delegado 3: ;14.9;9.8074147E7
delegado 4: ;3.7;9.6834863E7
delegado 5: ;3.7;9.8867748E7
delegado 6: ;3.7;9.8296502E7
delegado 7: ;6.2;9.8354285E7
delegado 8: ;6.2;9.4297291E7
delegado 9: ;6.2;9.534226E7
delegado 10: ;5.5;9.5568272E7
delegado 11: ;5.5;9.5899853E7
delegado 12: ;5.5;9.7667473E7
delegado 13: ;6.2;9.3206731E7
delegado 14: ;6.2;9.6122207E7
delegado 15: ;6.2;9.7108905E7
delegado 16: ;1.7;9.7239587E7
delegado 17: ;1.7;9.6280684E7
delegado 18: ;1.7;9.3895006E7
delegado 19: ;2.8;9.4241216E7
delegado 20: ;2.8;9.2255142E7
delegado 21: ;2.8;9.5331777E7
delegado 22: ;4.1;9.4974595E7
delegado 23: ;4.1;9.543637E7
delegado 24: ;4.1;9.0371712E7
delegado 25: ;2.0;9.2362662E7
delegado 26: ;2.0;9.1449107E7
delegado 27: ;2.0;9.1534197E7
delegado 28: ;4.0;9.2853207E7
delegado 29: ;4.0;1.02363003E8
delegado 30: ;4.0;1.05218015E8
delegado 31: ;10.3;1.03510616E8
delegado 32: ;10.3;1.03383346E8
delegado 33: ;10.3;1.04080155E8
delegado 34: ;9.9;1.01006446E8
delegado 35: ;9.9;1.17142502E8
delegado 36: ;9.9;1.01349486E8
delegado 37: ;7.4;1.03289236E8
delegado 38: ;7.4;1.00357669E8
delegado 39: ;7.4;9.9091809E7
delegado 40: ;13.2;1.00658529E8
delegado 41: ;13.2;9.9502384E7
delegado 42: ;13.2;1.02253533E8
delegado 43: ;7.6;1.01163216E8
delegado 44: ;7.6;9.8070491E7
delegado 45: ;7.6;9.3015828E7
delegado 46: ;26.6;9.866441E7
delegado 47: ;26.6;9.8218726E7
delegado 48: ;26.6;1.00221379E8
delegado 49: ;5.1;9.5640927E7
delegado 50: ;5.1;9.8531534E7
delegado 51: ;5.1;9.8282117E7
delegado 52: ;3.9;9.6431602E7
delegado 53: ;3.9;9.5652873E7
delegado 54: ;3.9;9.9399009E7
