delegado 251: ;4.5;9.0518729E7
delegado 252: ;4.5;9.0715728E7
delegado 253: ;5.0;9.1167507E7
delegado 254: ;5.0;1.0283575E8
delegado 255: ;5.0;1.04517305E8
delegado 256: ;3.3;8.8628474E7
delegado 257: ;3.3;9.0015994E7
delegado 258: ;3.3;9.0363666E7
delegado 259: ;0.9;1.06035753E8
delegado 260: ;0.9;1.01869777E8
delegado 261: ;0.9;1.01046919E8
delegado 262: ;4.0;1.00937692E8
delegado 263: ;4.0;1.00511512E8
delegado 264: ;4.0;1.00897707E8
delegado 265: ;3.1;9.8502278E7
delegado 266: ;3.1;9.6548143E7
delegado 267: ;3.1;9.8660997E7
delegado 268: ;1.7;9.8979657E7
delegado 269: ;1.7;9.7917377E7
delegado 270: ;1.7;9.7071602E7
delegado 271: ;2.3;9.5043593E7
delegado 272: ;2.3;9.631116E7
delegado 273: ;2.3;9.5458557E7
delegado 274: ;6.4;9.5145506E7
delegado 275: ;6.4;9.7061362E7
delegado 276: ;6.4;9.5922527E7
delegado 277: ;2.1;9.4560606E7
delegado 278: ;2.1;9.5168912E7
delegado 279: ;2.1;9.3191858E7
delegado 280: ;1.0;9.5203532E7
delegado 281: ;1.0;9.2984864E7
delegado 282: ;1.0;9.0844703E7
delegado 283: ;2.7;9.1437161E7
delegado 284: ;2.7;9.2483592E7
delegado 285: ;2.7;9.245214E7
delegado 286: ;1.7;9.2736666E7
delegado 287: ;1.7;9.1391325E7
delegado 288: ;1.7;9.2591355E7
delegado 289: ;0.9;9.2236125E7
delegado 290: ;0.9;9.2177367E7
delegado 291: ;0.9;9.2454091E7
delegado 292: ;2.3;8.8262271E7
delegado 293: ;2.3;1.05440125E8
delegado 294: ;2.3;1.03447956E8
delegado 295: ;0.3;8.950375E7
delegado 296: ;0.3;9.0150089E7
delegado 297: ;0.3;8.8283238E7
delegado 298: ;2.7;1.04064551E8
delegado 299: ;2.7;1.03068588E8
delegado 300: ;2.7;1.03730288E8
delegado 301: ;2.1;1.02863788E8
delegado 302: ;2.1;1.03722729E8
delegado 303: ;2.1;1.0081213E8
delegado 304: ;2.7;1.00985235E8
delegado 305: ;2.7;1.01261959E8
delegado 306: ;2.7;1.01610607E8
delegado 307: ;3.1;1.0056954E8
delegado 308: ;3.1;9.9709623E7
delegado 309: ;3.1;9.7557027E7
delegado 310: ;4.3;9.803465E7
delegado 311: ;4.3;1.00785067E8
delegado 312: ;4.3;9.8552015E7
delegado 313: ;8.7;9.1368893E7
delegado 314: ;8.7;9.4127356E7
delegado 315: ;8.7;9.2846868E7
delegado 316: ;3.4;9.2359005E7
delegado 317: ;3.4;9.2289519E7
delegado 318: ;3.4;9.1266738E7
delegado 319: ;1.7;9.2452384E7
delegado 320: ;1.7;9.0288085E7
delegado 321: ;1.7;9.215835E7
delegado 322: ;2.3;9.3032651E7
delegado 323: ;2.3;9.2111782E7
delegado 324: ;2.3;1.03427232E8
delegado 325: ;1.8;8.8635056E7
delegado 326: ;1.8;9.0344162E7
delegado 327: ;1.8;9.094369E7
delegado 328: ;3.5;8.9301388E7
delegado 329: ;3.5;9.1536879E7
delegado 330: ;3.5;9.0866889E7
delegado 331: ;1.8;9.3197954E7
delegado 332: ;1.8;9.340056E7
delegado 333: ;1.8;9.2830046E7
delegado 334: ;1.6;9.2348521E7
delegado 335: ;1.6;9.0294912E7
delegado 336: ;1.6;9.0837145E7
delegado 337: ;1.3;9.2189069E7
delegado 338: ;1.3;9.0660871E7
delegado 339: ;1.3;9.239777E7
delegado 340: ;2.3;8.9256527E7
delegado 341: ;2.3;9.0092063E7
delegado 342: ;2.3;8.9138523E7
delegado 343: ;4.4;8.9412322E7
delegado 344: ;4.4;8.9076351E7
delegado 345: ;4.4;8.8989067E7
delegado 346: ;11.1;1.04699187E8
delegado 347: ;11.1;1.04839135E8
delegado 348: ;11.1;8.8102088E7
delegado 349: ;2.0;1.05431836E8
delegado 350: ;2.0;8.9733419E7
delegado 351: ;2.0;1.02488809E8
delegado 352: ;2.6;1.00485913E8
delegado 353: ;2.6;9.5246443E7
delegado 354: ;2.6;9.8395489E7
delegado 355: ;2.9;1.02338622E8
delegado 356: ;2.9;9.3146997E7
delegado 357: ;2.9;9.2212475E7
delegado 358: ;3.2;9.1587591E7
delegado 359: ;3.2;9.1217488E7
delegado 360: ;3.2;9.364437E7
delegado 361: ;1.6;9.0818128E7
delegado 362: ;1.6;9.1076809E7
delegado 363: ;1.6;8.901296E7
delegado 364: ;3.6;1.00372785E8
delegado 365: ;3.6;9.0556519E7
delegado 366: ;3.6;8.9967476E7
delegado 367: ;10.2;1.03687621E8
delegado 368: ;10.2;8.798189E7
delegado 369: ;10.2;9.4761261E7
delegado 370: ;17.3;9.7273477E7
delegado 371: ;17.3;9.6655663E7
delegado 372: ;17.3;9.2367051E7
delegado 373: ;3.9;9.2432636E7
delegado 374: ;3.9;9.8523245E7
delegado 375: ;3.9;9.7163031E7
delegado 376: ;2.7;9.5157452E7
delegado 377: ;2.7;1.02779186E8
delegado 378: ;2.7;1.02922547E8
delegado 379: ;3.2;1.03373107E8
delegado 380: ;3.2;9.8042696E7
delegado 381: ;3.2;9.8975024E7
delegado 382: ;2.0;9.9613318E7
delegado 383: ;2.0;9.65774E7
delegado 384: ;2.0;9.4777353E7
delegado 385: ;4.1;9.484245E7
delegado 386: ;4.1;9.8461561E7
delegado 387: ;4.1;1.01819064E8
delegado 388: ;1.4;9.5000195E7
delegado 389: ;1.4;9.3778221E7
delegado 390: ;1.4;9.5358351E7
delegado 391: ;0.9;9.4629848E7
delegado 392: ;0.9;9.5172325E7
delegado 393: ;0.9;9.5154527E7
delegado 394: ;2.0;9.8294308E7
delegado 395: ;2.0;9.3746526E7
delegado 396: ;2.0;9.3655098E7
delegado 397: ;3.5;9.5836462E7
delegado 398: ;3.5;9.499215E7
delegado 399: ;3.5;9.1915271E7
