delegado 0: ;0.0;2.47235442E8
delegado 1: ;17.5;9.9192015E7
delegado 2: ;17.5;9.9310262E7
delegado 3: ;17.5;1.013017E8
delegado 4: ;6.5;1.022962E8
delegado 5: ;6.5;1.02797228E8
delegado 6: ;6.5;9.7880562E7
delegado 7: ;5.7;1.01551361E8
delegado 8: ;5.7;9.7606033E7
delegado 9: ;5.7;1.02810638E8
delegado 10: ;4.5;1.0147578E8
delegado 11: ;4.5;9.3925238E7
delegado 12: ;4.5;1.0505003E8
delegado 13: ;9.7;1.01366065E8
delegado 14: ;9.7;1.02317167E8
delegado 15: ;9.7;1.01645228E8
delegado 16: ;6.6;9.8182155E7
delegado 17: ;6.6;8.9378919E7
delegado 18: ;6.6;1.02937662E8
delegado 19: ;5.1;9.9195672E7
delegado 20: ;5.1;1.04725031E8
delegado 21: ;5.1;1.02014599E8
delegado 22: ;2.5;1.02540985E8
delegado 23: ;2.5;1.01615239E8
delegado 24: ;2.5;1.01676923E8
delegado 25: ;2.8;1.0032256E8
delegado 26: ;2.8;1.00435444E8
delegado 27: ;2.8;9.8281629E7
delegado 28: ;4.2;1.0050176E8
delegado 29: ;4.2;9.9911741E7
delegado 30: ;4.2;9.7924936E7
delegado 31: ;5.9;9.8716099E7
delegado 32: ;5.9;1.00697052E8
delegado 33: ;5.9;9.7683564E7
delegado 34: ;5.3;9.7856182E7
delegado 35: ;5.3;9.7732326E7
delegado 36: ;5.3;9.7022353E7
delegado 37: ;7.6;9.6058817E7
delegado 38: ;7.6;1.06045017E8
delegado 39: ;7.6;1.03731751E8
delegado 40: ;6.0;1.19779304E8
delegado 41: ;6.0;1.01111772E8
delegado 42: ;6.0;1.04928369E8
delegado 43: ;5.7;1.18166014E8
delegado 44: ;5.7;1.18874038E8
delegado 45: ;5.7;1.20853773E8
delegado 46: ;2.3;1.01111528E8
delegado 47: ;2.3;1.1771838E8
delegado 48: ;2.3;1.18054106E8
delegado 49: ;2.6;1.0294644E8
delegado 50: ;2.6;9.3947668E7
delegado 51: ;2.6;9.1345976E7
delegado 52: ;3.1;9.071329E7
delegado 53: ;3.1;9.2501878E7
delegado 54: ;3.1;9.5484645E7
delegado 55: ;3.5;1.15616253E8
delegado 56: ;3.5;1.11999825E8
delegado 57: ;3.5;1.08103259E8
delegado 58: ;5.5;1.03263392E8
delegado 59: ;5.5;1.20303494E8
delegado 60: ;5.5;1.01530637E8
delegado 61: ;4.1;9.3805771E7
delegado 62: ;4.1;1.08329758E8
delegado 63: ;4.1;1.05978701E8
delegado 64: ;5.0;1.06708667E8
delegado 65: ;5.0;1.02608764E8
delegado 66: ;5.0;1.03444543E8
delegado 67: ;7.5;1.17505778E8
delegado 68: ;7.5;1.19362876E8
delegado 69: ;7.5;1.2100396E8
delegado 70: ;3.5;1.03701274E8
delegado 71: ;3.5;1.21185354E8
delegado 72: ;3.5;1.16293312E8
delegado 73: ;3.7;1.04055774E8
delegado 74: ;3.7;1.0475697E8
delegado 75: ;3.7;1.0177079E8
delegado 76: ;3.7;1.01717639E8
delegado 77: ;3.7;9.9349028E7
delegado 78: ;3.7;1.01442865E8
delegado 79: ;1.3;1.03034212E8
delegado 80: ;1.3;1.00670477E8
delegado 81: ;1.3;9.6885332E7
delegado 82: ;6.4;9.6100264E7
delegado 83: ;6.4;9.5930573E7
delegado 84: ;6.4;9.6978222E7
delegado 85: ;3.6;9.4249262E7
delegado 86: ;3.6;9.5904242E7
delegado 87: ;3.6;9.3842343E7
delegado 88: ;6.8;9.2312437E7
delegado 89: ;6.8;9.5056758E7
delegado 90: ;6.8;9.305118E7
delegado 91: ;2.4;9.3386419E7
delegado 92: ;2.4;9.334229E7
delegado 93: ;2.4;1.02222813E8
delegado 94: ;5.1;1.01416291E8
delegado 95: ;5.1;9.4904134E7
delegado 96: ;5.1;1.00592214E8
delegado 97: ;31.2;1.02670691E8
delegado 98: ;31.2;9.2766411E7
delegado 99: ;31.2;9.8971123E7
delegado 100: ;4.8;1.03066882E8
delegado 101: ;4.8;9.8036113E7
delegado 102: ;4.8;1.009728E8
delegado 103: ;4.1;9.9998293E7
delegado 104: ;4.1;1.03294112E8
delegado 105: ;4.1;1.01536001E8
delegado 106: ;4.9;9.9874194E7
delegado 107: ;4.9;1.00625616E8
delegado 108: ;4.9;1.01243917E8
delegado 109: ;7.2;9.9630384E7
delegado 110: ;7.2;9.9799101E7
delegado 111: ;7.2;1.02041662E8
delegado 112: ;4.2;9.7720623E7
delegado 113: ;4.2;9.954944E7
delegado 114: ;4.2;1.01903909E8
delegado 115: ;3.3;9.3495402E7
delegado 116: ;3.3;9.3756278E7
delegado 117: ;3.3;9.4303143E7
delegado 118: ;2.8;9.4519646E7
delegado 119: ;2.8;9.3909634E7
delegado 120: ;2.8;9.1547363E7
delegado 121: ;2.3;9.3160895E7
delegado 122: ;2.3;9.5276919E7
delegado 123: ;2.3;1.01298775E8
delegado 124: ;4.5;9.8722925E7
delegado 125: ;4.5;1.03239255E8
delegado 126: ;4.5;1.00526141E8
delegado 127: ;6.2;1.00478111E8
delegado 128: ;6.2;1.01313159E8
delegado 129: ;6.2;1.01287072E8
delegado 130: ;35.4;9.2216132E7
delegado 131: ;35.4;9.1247721E7
delegado 132: ;35.4;1.02727499E8
delegado 133: ;15.6;1.0145725E8
delegado 134: ;15.6;9.010986E7
delegado 135: ;15.6;8.8781586E7
delegado 136: ;6.4;1.03861945E8
delegado 137: ;6.4;1.02248657E8
delegado 138: ;6.4;1.03103453E8
delegado 139: ;3.5;1.04064551E8
delegado 140: ;3.5;1.02063848E8
delegado 141: ;3.5;9.8586148E7
delegado 142: ;3.9;1.0027648E8
delegado 143: ;3.9;1.01769814E8
delegado 144: ;3.9;1.01914637E8
delegado 145: ;3.6;1.01251962E8
delegado 146: ;3.6;1.023474E8
delegado 147: ;3.6;9.9159588E7
delegado 148: ;2.8;9.7786939E7
delegado 149: ;2.8;9.8775832E7
delegado 150: ;2.8;9.9076936E7
delegado 151: ;1.2;9.7759389E7
delegado 152: ;1.2;9.287198E7
delegado 153: ;1.2;9.2732765E7
delegado 154: ;2.7;9.3078244E7
delegado 155: ;2.7;9.1010494E7
delegado 156: ;2.7;9.2163226E7
delegado 157: ;3.9;1.04557291E8
delegado 158: ;3.9;8.9439871E7
delegado 159: ;3.9;9.4304606E7
delegado 160: ;0.9;9.0644048E7
delegado 161: ;0.9;9.0299545E7
delegado 162: ;0.9;1.0492008E8
delegado 163: ;5.4;1.02041662E8
delegado 164: ;5.4;1.02721159E8
delegado 165: ;5.4;1.02559027E8
delegado 166: ;5.6;1.02631194E8
delegado 167: ;5.6;1.03561816E8
delegado 168: ;5.6;1.03030798E8
delegado 169: ;5.9;1.00157501E8
delegado 170: ;5.9;1.0095866E8
delegado 171: ;5.9;1.03524757E8
delegado 172: ;3.2;1.03832931E8
delegado 173: ;3.2;1.00518583E8
delegado 174: ;3.2;9.8835809E7
delegado 175: ;4.1;9.848838E7
delegado 176: ;4.1;9.8806795E7
delegado 177: ;4.1;9.8982826E7
delegado 178: ;4.5;9.6837301E7
delegado 179: ;4.5;9.6957499E7
delegado 180: ;4.5;9.8681233E7
delegado 181: ;3.3;9.7426345E7
delegado 182: ;3.3;9.7515823E7
delegado 183: ;3.3;9.7509728E7
delegado 184: ;2.4;9.7153766E7
delegado 185: ;2.4;9.3971562E7
delegado 186: ;2.4;9.6413316E7
delegado 187: ;10.3;9.4099318E7
delegado 188: ;10.3;9.5106252E7
delegado 189: ;10.3;9.3884034E7
delegado 190: ;11.1;9.3351798E7
delegado 191: ;11.1;9.2866861E7
delegado 192: ;11.1;9.3486381E7
delegado 193: ;11.4;9.2996324E7
delegado 194: ;11.4;9.3219166E7
delegado 195: ;11.4;9.1691942E7
delegado 196: ;4.4;9.0912239E7
delegado 197: ;4.4;9.3510762E7
delegado 198: ;4.4;9.4017886E7
delegado 199: ;4.7;9.2269039E7
delegado 200: ;4.7;9.2153229E7
delegado 201: ;4.7;9.0011849E7
delegado 202: ;5.0;9.1964277E7
delegado 203: ;5.0;9.1885527E7
delegado 204: ;5.0;9.015204E7
delegado 205: ;2.4;9.3087264E7
delegado 206: ;2.4;9.0131316E7
delegado 207: ;2.4;1.04540468E8
delegado 208: ;2.6;8.8522904E7
delegado 209: ;2.6;8.8023581E7
delegado 210: ;2.6;9.1058037E7
delegado 211: ;3.0;9.3961566E7
delegado 212: ;3.0;9.2327553E7
delegado 213: ;3.0;9.35132E7
delegado 214: ;1.3;9.5741376E7
delegado 215: ;1.3;9.4053726E7
delegado 216: ;1.3;9.0461678E7
delegado 217: ;2.3;8.8926164E7
delegado 218: ;2.3;9.1411316E7
delegado 219: ;2.3;9.1939165E7
delegado 220: ;3.4;9.0475088E7
delegado 221: ;3.4;9.1649031E7
delegado 222: ;3.4;8.9917008E7
delegado 223: ;0.6;9.0410478E7
delegado 224: ;0.6;1.04981519E8
delegado 225: ;0.6;8.9154614E7
delegado 226: ;4.7;8.8533631E7
delegado 227: ;4.7;1.04017984E8
delegado 228: ;4.7;1.01539658E8
delegado 229: ;7.3;1.01507963E8
delegado 230: ;7.3;1.01061547E8
delegado 231: ;7.3;1.03733702E8
delegado 232: ;6.5;1.00943299E8
delegado 233: ;6.5;9.8734384E7
delegado 234: ;6.5;1.0067584E8
delegado 235: ;10.2;9.9993417E7
delegado 236: ;10.2;1.00425935E8
delegado 237: ;10.2;9.9886873E7
delegado 238: ;11.4;9.7005286E7
delegado 239: ;11.4;9.8508616E7
delegado 240: ;11.4;9.6965058E7
delegado 241: ;3.5;9.9774232E7
delegado 242: ;3.5;9.9396815E7
delegado 243: ;3.5;9.4375311E7
delegado 244: ;1.3;9.6228752E7
delegado 245: ;1.3;9.4559143E7
delegado 246: ;1.3;9.4688362E7
delegado 247: ;5.6;9.470421E7
delegado 248: ;5.6;9.4181238E7
delegado 249: ;5.6;9.2719355E7
delegado 250: ;4.5;9.0127415E7
