delegado;memoria;tiempo
delegado 0: ;0.0;2.33006953E8
delegado 1: ;0.0;2.3290431E8
delegado 2: ;0.0;9.2060338E7
delegado 3: ;0.0;9.1825549E7
delegado 4: ;9.2;8.7357493E7
delegado 5: ;9.2;1.03567423E8
delegado 6: ;9.2;1.03934113E8
delegado 7: ;9.2;1.02720428E8
delegado 8: ;0.0;1.06005276E8
delegado 9: ;0.0;1.06157413E8
delegado 11: ;0.0;1.03284847E8
delegado 10: ;0.0;1.03224627E8
delegado 12: ;0.0;1.03550356E8
delegado 13: ;0.0;1.0349111E8
delegado 14: ;4.1;1.04075767E8
delegado 15: ;4.1;1.03728581E8
delegado 16: ;4.1;1.03790509E8
delegado 17: ;4.1;1.03175865E8
delegado 18: ;4.1;1.03412848E8
delegado 19: ;4.1;1.03526951E8
delegado 20: ;5.2;1.02923766E8
delegado 21: ;5.2;1.01788587E8
delegado 22: ;5.2;1.03606189E8
delegado 23: ;5.2;1.02171125E8
delegado 24: ;5.6;9.164635E7
delegado 25: ;5.6;9.2423127E7
delegado 26: ;5.6;9.3604872E7
delegado 27: ;5.6;9.2981695E7
delegado 28: ;5.6;9.5669696E7
delegado 29: ;5.6;9.2943417E7
delegado 30: ;0.7;9.3944986E7
delegado 31: ;0.7;9.4733223E7
delegado 32: ;0.7;9.2920255E7
delegado 33: ;0.7;9.5284477E7
delegado 34: ;0.7;9.0144969E7
delegado 35: ;0.7;9.039268E7
delegado 36: ;2.7;9.076839E7
delegado 37: ;2.7;9.243288E7
delegado 38: ;2.7;9.2238807E7
delegado 39: ;2.7;9.0730356E7
delegado 40: ;2.7;9.0654775E7
delegado 41: ;2.7;9.0547012E7
delegado 42: ;0.6;9.4619608E7
delegado 43: ;0.6;9.1590517E7
delegado 44: ;0.6;9.3287676E7
delegado 45: ;0.6;9.333595E7
delegado 46: ;0.6;9.222174E7
delegado 47: ;0.6;9.2482373E7
delegado 48: ;0.7;9.4600835E7
delegado 49: ;0.7;9.43068E7
delegado 50: ;0.7;9.3128956E7
delegado 51: ;0.7;9.4254625E7
delegado 52: ;0.7;9.4054945E7
delegado 53: ;0.7;9.4791981E7
delegado 54: ;3.0;9.5442709E7
delegado 55: ;3.0;9.3029969E7
delegado 56: ;3.0;9.1009031E7
delegado 57: ;3.0;9.1021709E7
delegado 58: ;3.0;9.0717678E7
delegado 59: ;2.6;9.1713153E7
delegado 60: ;2.6;9.3234282E7
delegado 61: ;2.6;9.3165771E7
delegado 62: ;2.6;9.3717756E7
delegado 63: ;2.6;9.1096802E7
delegado 64: ;1.4;9.291294E7
