delegado;memoria;tiempo
delegado 0: ;0.0;2.27894021E8
delegado 1: ;0.0;2.27955461E8
delegado 2: ;0.0;1.0514024E8
delegado 3: ;0.0;1.03037381E8
delegado 5: ;9.1;9.9449234E7
delegado 4: ;9.1;9.987907E7
delegado 7: ;9.1;1.03861457E8
delegado 6: ;9.1;1.05426716E8
delegado 8: ;3.3;9.8745111E7
delegado 9: ;3.3;9.6808287E7
delegado 11: ;3.3;9.8369889E7
delegado 10: ;3.3;9.9052312E7
delegado 12: ;3.3;1.04547294E8
delegado 13: ;3.3;1.02201358E8
delegado 14: ;0.0;1.00886736E8
delegado 15: ;0.0;9.8739991E7
delegado 17: ;0.0;1.01727879E8
delegado 16: ;0.0;1.05120491E8
delegado 19: ;0.0;1.00572709E8
delegado 18: ;0.0;1.02177708E8
delegado 20: ;3.1;1.01704717E8
delegado 21: ;3.1;1.00774095E8
delegado 23: ;3.1;9.7680882E7
delegado 22: ;3.1;9.9412419E7
delegado 25: ;3.1;9.2370464E7
delegado 24: ;3.1;1.00290377E8
delegado 27: ;0.0;9.9885897E7
delegado 26: ;0.0;1.00973532E8
delegado 29: ;0.0;1.00917944E8
delegado 28: ;0.0;1.02723598E8
delegado 30: ;0.0;1.03008367E8
delegado 31: ;0.0;1.02327895E8
delegado 33: ;0.0;1.00808717E8
delegado 32: ;0.0;1.02938394E8
delegado 34: ;0.0;1.00057051E8
delegado 35: ;0.0;9.8456441E7
delegado 36: ;0.0;1.00440564E8
delegado 37: ;0.0;9.9998049E7
delegado 39: ;0.0;9.7863252E7
delegado 38: ;0.0;1.00540282E8
delegado 40: ;0.0;9.8631008E7
delegado 41: ;0.0;9.7819367E7
delegado 43: ;0.0;1.02904505E8
delegado 42: ;0.0;9.8892129E7
delegado 44: ;4.1;1.00438614E8
delegado 45: ;4.1;9.863686E7
delegado 47: ;4.1;1.02474669E8
delegado 46: ;4.1;1.04360536E8
delegado 49: ;4.1;1.04277397E8
delegado 48: ;4.1;1.04847668E8
delegado 50: ;0.0;1.02216717E8
delegado 51: ;0.0;1.00238446E8
delegado 52: ;0.0;1.0023235E8
delegado 53: ;0.0;9.8975999E7
delegado 55: ;0.0;1.00940862E8
delegado 54: ;0.0;1.02603399E8
delegado 57: ;0.0;9.9880046E7
delegado 56: ;0.0;1.01505524E8
delegado 58: ;0.0;9.8774856E7
delegado 59: ;0.0;9.8116571E7
delegado 61: ;0.0;9.8112669E7
delegado 60: ;0.0;1.15485327E8
delegado 62: ;5.2;1.03617648E8
delegado 63: ;5.2;1.00442271E8
delegado 64: ;5.2;1.01172724E8
delegado 65: ;5.2;1.01476756E8
delegado 66: ;5.2;1.00507368E8
delegado 67: ;5.2;9.9879802E7
delegado 68: ;4.8;9.8830445E7
delegado 69: ;4.8;9.9694263E7
delegado 70: ;4.8;1.00695101E8
delegado 71: ;4.8;1.00241371E8
delegado 72: ;4.8;1.01326081E8
delegado 73: ;4.8;9.6091974E7
delegado 74: ;5.6;9.9554803E7
delegado 75: ;5.6;1.02850867E8
delegado 76: ;5.6;1.00814081E8
delegado 77: ;5.6;1.00763368E8
