delegado;memoria;tiempo
delegado 1: ;0.0;2.40496055E8
delegado 0: ;0.0;2.4053092E8
delegado 2: ;12.5;1.03063469E8
delegado 3: ;12.5;1.00094355E8
delegado 5: ;12.5;9.9211763E7
delegado 4: ;12.5;9.9232974E7
delegado 7: ;12.5;1.02166249E8
delegado 6: ;12.5;1.02019963E8
delegado 8: ;10.5;9.8924068E7
delegado 9: ;10.5;9.9238583E7
delegado 10: ;10.5;9.9050849E7
delegado 11: ;10.5;9.8776319E7
delegado 12: ;10.5;1.01674484E8
delegado 13: ;10.5;1.00319146E8
delegado 14: ;7.8;1.03485747E8
delegado 15: ;7.8;9.9401448E7
delegado 16: ;7.8;1.0197559E8
delegado 17: ;7.8;1.00142629E8
delegado 18: ;7.8;1.01017174E8
delegado 19: ;7.8;1.02608519E8
delegado 20: ;5.9;9.7845698E7
delegado 21: ;5.9;1.01545022E8
delegado 22: ;5.9;9.8974293E7
delegado 23: ;5.9;1.04528521E8
delegado 24: ;5.9;1.01152001E8
delegado 25: ;5.9;9.8791679E7
delegado 26: ;4.8;9.7784257E7
delegado 27: ;4.8;9.930051E7
delegado 28: ;4.8;1.02730912E8
delegado 29: ;4.8;1.03758813E8
delegado 30: ;4.8;9.9916373E7
delegado 31: ;4.8;9.8603459E7
delegado 32: ;6.2;9.9454354E7
delegado 33: ;6.2;9.9642819E7
delegado 34: ;6.2;1.00481036E8
delegado 35: ;6.2;1.0067901E8
delegado 36: ;6.2;1.01016199E8
delegado 37: ;6.2;9.9202011E7
delegado 38: ;8.0;1.02053853E8
delegado 39: ;8.0;1.01949258E8
delegado 40: ;8.0;9.8832396E7
delegado 41: ;8.0;1.01831254E8
delegado 42: ;8.0;1.01126401E8
delegado 43: ;8.0;9.8497645E7
delegado 44: ;4.4;9.7368562E7
delegado 45: ;4.4;9.713548E7
delegado 46: ;4.4;1.03987751E8
delegado 47: ;4.4;1.02812588E8
delegado 48: ;4.4;9.2118121E7
delegado 49: ;4.4;9.8433523E7
delegado 50: ;3.1;1.000512E8
delegado 51: ;3.1;9.8023679E7
delegado 52: ;3.1;9.8852388E7
delegado 53: ;3.1;9.850057E7
delegado 54: ;3.1;1.00925989E8
delegado 55: ;3.1;1.03938502E8
delegado 56: ;3.0;9.4301924E7
delegado 57: ;3.0;9.3825764E7
delegado 58: ;3.0;1.01911224E8
delegado 59: ;3.0;1.00491033E8
delegado 60: ;3.0;1.01014004E8
delegado 61: ;3.0;1.00568565E8
delegado 62: ;3.5;1.00888443E8
delegado 63: ;3.5;9.7122803E7
delegado 64: ;3.5;9.6830961E7
delegado 65: ;3.5;1.04383454E8
delegado 66: ;3.5;1.01233433E8
delegado 67: ;3.5;1.00249417E8
delegado 68: ;2.8;9.961795E7
delegado 69: ;2.8;9.9931002E7
delegado 70: ;2.8;9.9949044E7
delegado 71: ;2.8;1.00797258E8
delegado 72: ;2.8;1.01415072E8
delegado 73: ;2.8;1.01378988E8
delegado 74: ;4.5;1.00486888E8
delegado 75: ;4.5;1.02564146E8
delegado 76: ;4.5;1.02233297E8
delegado 77: ;4.5;1.02860619E8
delegado 78: ;4.5;1.03100284E8
delegado 79: ;4.5;9.8444982E7
delegado 80: ;4.5;1.01271711E8
delegado 81: ;4.5;1.00108495E8
delegado 82: ;4.5;1.00113128E8
delegado 83: ;4.5;1.02162836E8
delegado 84: ;4.5;1.01219536E8
delegado 85: ;4.5;1.00073143E8
delegado 86: ;14.1;1.00644389E8
delegado 87: ;14.1;1.03219751E8
delegado 88: ;14.1;9.8587123E7
delegado 89: ;14.1;9.9336837E7
delegado 90: ;14.1;1.00934522E8
delegado 91: ;14.1;1.02361785E8
delegado 92: ;8.7;9.9751558E7
delegado 93: ;8.7;9.9887116E7
delegado 94: ;8.7;1.03639834E8
delegado 95: ;8.7;9.9044266E7
delegado 96: ;8.7;1.02449556E8
delegado 97: ;8.7;1.00354011E8
delegado 98: ;4.8;1.00763856E8
delegado 99: ;4.8;1.01316085E8
delegado 100: ;4.8;1.04023591E8
delegado 101: ;4.8;1.03865846E8
delegado 102: ;4.8;1.00443246E8
delegado 103: ;4.8;1.01631086E8
delegado 104: ;5.9;1.00961098E8
delegado 105: ;5.9;1.01552823E8
delegado 106: ;5.9;9.8932601E7
delegado 107: ;5.9;9.9178118E7
delegado 108: ;5.9;1.02954974E8
delegado 109: ;5.9;1.02018744E8
delegado 110: ;11.4;1.03364086E8
delegado 111: ;11.4;1.03758083E8
delegado 112: ;11.4;9.8976731E7
delegado 113: ;11.4;1.0116029E8
delegado 114: ;11.4;1.0092477E8
delegado 115: ;11.4;9.7508753E7
delegado 116: ;3.4;9.8329172E7
delegado 117: ;3.4;1.14844108E8
delegado 118: ;3.4;1.03256078E8
delegado 119: ;3.4;9.9189577E7
delegado 120: ;3.4;9.9038415E7
delegado 121: ;3.4;1.01650835E8
delegado 122: ;3.1;1.02821609E8
delegado 123: ;3.1;9.9446552E7
delegado 124: ;3.1;1.01549411E8
delegado 125: ;3.1;1.00398873E8
delegado 126: ;3.1;9.8556403E7
delegado 127: ;3.1;9.8057568E7
delegado 128: ;3.7;1.03912414E8
delegado 129: ;3.7;1.0305396E8
delegado 130: ;3.7;9.915398E7
delegado 131: ;3.7;9.9112533E7
delegado 132: ;3.7;1.02641434E8
delegado 133: ;3.7;9.8659047E7
delegado 134: ;2.8;1.0111616E8
delegado 135: ;2.8;1.01533563E8
delegado 136: ;2.8;9.9410469E7
delegado 137: ;2.8;9.9949532E7
delegado 138: ;2.8;9.6928486E7
delegado 139: ;2.8;1.0197876E8
delegado 140: ;6.2;9.9365363E7
delegado 141: ;6.2;9.9557242E7
delegado 142: ;6.2;1.00362789E8
delegado 143: ;6.2;1.01693502E8
delegado 144: ;6.2;1.01703254E8
delegado 145: ;6.2;9.7653575E7
delegado 146: ;11.5;9.7952974E7
delegado 147: ;11.5;1.00887711E8
delegado 148: ;11.5;1.02081159E8
delegado 149: ;11.5;8.767786E7
delegado 150: ;11.5;1.04502677E8
delegado 151: ;11.5;9.7778894E7
delegado 152: ;8.6;1.01359727E8
delegado 153: ;8.6;1.02600718E8
delegado 154: ;8.6;1.01126645E8
delegado 155: ;8.6;1.00350111E8
delegado 156: ;8.6;1.02942295E8
delegado 157: ;8.6;1.04355659E8
delegado 158: ;6.9;9.8685866E7
delegado 159: ;6.9;9.7766947E7
delegado 160: ;6.9;1.01156633E8
delegado 161: ;6.9;1.01679605E8
delegado 162: ;6.9;1.01049357E8
delegado 163: ;6.9;1.00900146E8
