delegado;memoria;tiempo
delegado 0: ;0.0;2.26690332E8
delegado 1: ;0.0;2.26915368E8
delegado 3: ;0.0;9.1014639E7
delegado 2: ;0.0;9.0957343E7
delegado 4: ;12.8;9.1101191E7
delegado 5: ;12.8;9.0296618E7
delegado 6: ;12.8;9.2586967E7
delegado 7: ;12.8;8.9997464E7
delegado 8: ;1.9;9.2119828E7
delegado 9: ;1.9;9.1748018E7
delegado 11: ;1.9;8.9729517E7
delegado 10: ;1.9;8.9822409E7
delegado 12: ;1.9;8.9775354E7
delegado 13: ;1.9;8.9275301E7
delegado 14: ;3.7;9.168097E7
delegado 15: ;3.7;8.8809867E7
delegado 16: ;3.7;1.0699173E8
delegado 17: ;3.7;1.03718097E8
delegado 18: ;3.7;1.05248003E8
delegado 19: ;3.7;1.03502569E8
delegado 20: ;2.2;1.0360497E8
delegado 21: ;2.2;1.03565473E8
delegado 22: ;2.2;9.1278196E7
delegado 23: ;2.2;1.04146959E8
delegado 24: ;2.2;1.04088444E8
delegado 25: ;2.2;1.03518905E8
delegado 26: ;2.8;1.03659096E8
delegado 27: ;2.8;1.05004682E8
delegado 28: ;2.8;1.03685671E8
delegado 29: ;2.8;1.0476843E8
delegado 31: ;2.8;1.019417E8
delegado 30: ;2.8;1.01554774E8
delegado 32: ;3.9;9.997245E7
delegado 33: ;3.9;1.00327193E8
delegado 35: ;3.9;9.9352442E7
delegado 34: ;3.9;9.9299047E7
delegado 37: ;3.9;1.0122685E8
delegado 36: ;3.9;8.7857304E7
delegado 39: ;0.0;1.01201006E8
delegado 38: ;0.0;1.01094217E8
delegado 40: ;0.0;9.874048E7
delegado 41: ;0.0;9.8702689E7
delegado 42: ;0.0;9.6657126E7
delegado 43: ;0.0;9.9468739E7
delegado 45: ;0.0;9.8233843E7
delegado 44: ;0.0;9.8236525E7
delegado 47: ;0.0;9.7254946E7
delegado 46: ;0.0;9.7261529E7
delegado 49: ;0.0;9.8440593E7
delegado 48: ;0.0;9.8651733E7
delegado 51: ;0.0;9.8805089E7
delegado 50: ;0.0;9.8822155E7
delegado 52: ;0.0;9.7392944E7
delegado 53: ;0.0;9.6921903E7
delegado 54: ;0.0;1.00169448E8
delegado 55: ;0.0;9.930368E7
delegado 56: ;6.9;9.1151416E7
delegado 57: ;6.9;8.9096831E7
delegado 58: ;6.9;8.9545929E7
delegado 59: ;6.9;8.9070988E7
delegado 60: ;6.9;9.21091E7
delegado 61: ;6.9;9.2680346E7
delegado 62: ;5.7;8.9598835E7
delegado 63: ;5.7;8.9795102E7
delegado 64: ;5.7;9.2889778E7
delegado 65: ;5.7;9.1657077E7
delegado 66: ;5.7;9.8388905E7
delegado 67: ;5.7;9.5952516E7
delegado 68: ;6.2;9.7230322E7
delegado 69: ;6.2;9.9213226E7
delegado 70: ;6.2;9.6956768E7
delegado 71: ;6.2;1.00626591E8
delegado 72: ;6.2;8.331074E7
delegado 73: ;6.2;1.13871551E8
delegado 74: ;31.9;9.5512927E7
delegado 75: ;31.9;9.839305E7
delegado 76: ;31.9;9.5254245E7
delegado 77: ;31.9;9.7220813E7
delegado 78: ;31.9;9.5549986E7
delegado 79: ;31.9;9.5853773E7
delegado 80: ;8.7;9.4742488E7
delegado 81: ;8.7;9.5447829E7
delegado 82: ;8.7;9.7519724E7
delegado 83: ;8.7;9.482002E7
delegado 84: ;8.7;9.7470474E7
delegado 85: ;8.7;9.4928271E7
delegado 86: ;10.4;9.3800895E7
delegado 87: ;10.4;9.5226694E7
delegado 88: ;10.4;9.3751158E7
delegado 89: ;10.4;9.583183E7
delegado 90: ;10.4;9.3915242E7
delegado 91: ;10.4;9.3238913E7
delegado 92: ;4.4;9.5416866E7
delegado 93: ;4.4;9.5643121E7
delegado 94: ;4.4;9.5597529E7
delegado 95: ;4.4;9.2971455E7
delegado 96: ;4.4;9.4280225E7
delegado 97: ;4.4;9.49941E7
delegado 98: ;2.4;9.4704941E7
delegado 99: ;2.4;9.2227591E7
