delegado;memoria;tiempo
delegado 1: ;0.0;2.29145252E8
delegado 0: ;0.0;2.29125991E8
delegado 2: ;0.0;9.3232332E7
delegado 3: ;0.0;9.3171622E7
delegado 4: ;0.0;9.4826359E7
delegado 5: ;0.0;9.4679097E7
delegado 6: ;0.0;1.01834424E8
delegado 7: ;0.0;1.01331201E8
delegado 9: ;0.0;1.01839056E8
delegado 8: ;0.0;1.01827109E8
delegado 10: ;0.0;1.0390705E8
delegado 11: ;0.0;1.02816489E8
delegado 12: ;0.0;1.02600718E8
delegado 13: ;0.0;1.02553907E8
delegado 14: ;3.6;9.0760345E7
delegado 15: ;3.6;9.1307454E7
delegado 16: ;3.6;9.0141068E7
delegado 17: ;3.6;1.05285306E8
delegado 18: ;3.6;8.8045768E7
delegado 19: ;3.6;1.03354821E8
delegado 20: ;2.7;1.06019173E8
delegado 21: ;2.7;9.1629527E7
delegado 22: ;2.7;1.02746272E8
delegado 23: ;2.7;9.0804231E7
delegado 24: ;2.7;1.02865007E8
delegado 25: ;2.7;1.03956543E8
delegado 26: ;1.9;1.02081403E8
delegado 27: ;1.9;1.03037868E8
delegado 28: ;1.9;1.02109928E8
delegado 29: ;1.9;1.04410029E8
delegado 30: ;1.9;1.03499888E8
delegado 31: ;5.3;1.02823072E8
delegado 32: ;5.3;1.04927394E8
delegado 33: ;5.3;1.04363949E8
delegado 34: ;5.3;1.0371761E8
delegado 35: ;5.3;1.0107447E8
delegado 36: ;6.9;1.00766781E8
delegado 37: ;6.9;9.4697383E7
delegado 38: ;6.9;1.00729966E8
delegado 39: ;6.9;1.04037E8
delegado 40: ;6.9;1.04010425E8
delegado 41: ;6.9;1.02727255E8
delegado 42: ;4.3;1.02062874E8
delegado 43: ;4.3;1.00972313E8
delegado 44: ;4.3;9.8250421E7
delegado 45: ;4.3;1.00123123E8
delegado 46: ;4.3;9.9477272E7
delegado 47: ;7.3;9.9499214E7
delegado 48: ;7.3;9.7315655E7
delegado 49: ;7.3;9.8180204E7
delegado 50: ;7.3;9.934464E7
delegado 51: ;7.3;9.8419382E7
delegado 52: ;7.3;9.7575069E7
delegado 53: ;3.8;9.9855177E7
delegado 54: ;3.8;9.8654902E7
delegado 55: ;3.8;9.8654171E7
delegado 56: ;3.8;9.8313813E7
delegado 57: ;3.8;9.8884814E7
delegado 58: ;4.1;9.907718E7
delegado 59: ;4.1;9.6131472E7
delegado 60: ;4.1;9.7031861E7
delegado 61: ;4.1;9.6449887E7
delegado 62: ;4.1;9.7286886E7
delegado 63: ;4.1;1.00252099E8
delegado 64: ;4.9;9.5772097E7
delegado 65: ;4.9;9.7434635E7
delegado 66: ;4.9;9.606028E7
delegado 67: ;4.9;9.6995777E7
delegado 68: ;4.9;9.7514848E7
delegado 69: ;4.9;9.7050147E7
delegado 70: ;3.1;9.5949834E7
delegado 71: ;3.1;9.5215723E7
delegado 72: ;3.1;9.7550445E7
delegado 73: ;3.1;9.7158886E7
delegado 74: ;3.1;9.5487815E7
delegado 75: ;3.1;9.4798321E7
delegado 76: ;3.7;9.5643365E7
delegado 77: ;3.7;9.3715562E7
delegado 78: ;3.7;9.5281795E7
delegado 79: ;3.7;9.5587533E7
delegado 80: ;3.7;9.3112133E7
delegado 81: ;3.7;9.365461E7
delegado 82: ;3.8;9.3343752E7
delegado 83: ;3.8;9.5429543E7
delegado 84: ;3.8;9.4315821E7
delegado 85: ;3.8;9.4083958E7
delegado 86: ;3.8;9.3304743E7
delegado 87: ;3.8;9.3117253E7
delegado 88: ;1.3;9.3482724E7
delegado 89: ;1.3;9.1142151E7
delegado 90: ;1.3;9.0500932E7
delegado 91: ;1.3;9.0785945E7
delegado 92: ;1.3;9.3418602E7
delegado 93: ;1.3;9.3450297E7
delegado 94: ;3.0;9.195867E7
delegado 95: ;3.0;9.3994724E7
delegado 96: ;3.0;9.0331971E7
delegado 97: ;3.0;9.2210525E7
delegado 98: ;3.0;8.9802173E7
delegado 99: ;3.0;9.2232955E7
delegado 100: ;0.6;8.9922614E7
delegado 101: ;0.6;8.9762919E7
delegado 102: ;0.6;9.2161032E7
delegado 103: ;0.6;9.0162767E7
delegado 104: ;0.6;8.9805586E7
delegado 105: ;0.6;9.1473732E7
delegado 106: ;2.8;9.2267332E7
delegado 107: ;2.8;1.05219722E8
delegado 108: ;2.8;1.05170472E8
delegado 109: ;2.8;1.02486858E8
delegado 110: ;2.8;1.04745999E8
delegado 111: ;2.8;1.02443705E8
delegado 112: ;4.0;1.05254586E8
delegado 113: ;4.0;1.04685534E8
delegado 114: ;4.0;1.03331415E8
delegado 115: ;4.0;1.05121954E8
delegado 116: ;2.2;1.02622417E8
delegado 117: ;2.2;1.03017633E8
delegado 118: ;2.2;1.02816245E8
delegado 119: ;2.2;1.02688246E8
delegado 120: ;2.2;1.02616078E8
delegado 121: ;2.2;1.00293547E8
delegado 122: ;2.5;1.008448E8
delegado 123: ;2.5;1.0254513E8
delegado 124: ;2.5;1.03280216E8
delegado 125: ;2.5;1.03162455E8
delegado 126: ;2.5;1.03328978E8
delegado 127: ;2.5;9.9598933E7
delegado 128: ;2.4;1.01502842E8
delegado 129: ;2.4;1.02495879E8
delegado 130: ;2.4;1.01372649E8
delegado 131: ;2.4;9.7953218E7
delegado 132: ;2.4;9.9355124E7
delegado 133: ;2.4;1.0109885E8
delegado 134: ;4.0;9.772428E7
delegado 135: ;4.0;1.0038717E8
delegado 136: ;4.0;1.01534051E8
delegado 137: ;4.0;1.01600122E8
delegado 138: ;4.0;9.4029344E7
delegado 139: ;4.0;9.4176606E7
delegado 140: ;3.4;9.3889155E7
delegado 141: ;3.4;9.4013741E7
delegado 142: ;3.4;9.3346434E7
delegado 143: ;3.4;9.2794449E7
delegado 144: ;3.4;9.3739942E7
delegado 145: ;3.4;9.2776163E7
delegado 146: ;13.9;9.376725E7
delegado 147: ;13.9;9.3584148E7
delegado 148: ;13.9;9.273179E7
delegado 149: ;13.9;9.1546143E7
delegado 150: ;13.9;9.1078273E7
delegado 151: ;13.9;9.1500308E7
delegado 152: ;3.7;9.0791064E7
delegado 153: ;3.7;9.1459591E7
delegado 154: ;3.7;9.1215782E7
delegado 155: ;3.7;9.2138113E7
delegado 156: ;3.7;9.3089215E7
delegado 157: ;3.7;9.1964277E7
delegado 158: ;2.8;9.2014989E7
delegado 159: ;2.8;9.380309E7
delegado 160: ;2.8;9.2810785E7
delegado 161: ;2.8;9.2626952E7
delegado 162: ;2.8;9.2582578E7
delegado 163: ;2.8;9.086494E7
delegado 164: ;6.3;9.1656589E7
delegado 165: ;6.3;9.2228811E7
delegado 166: ;6.3;9.1461053E7
delegado 167: ;6.3;9.1415705E7
delegado 168: ;6.3;9.0804962E7
delegado 169: ;6.3;9.0481427E7
delegado 170: ;1.3;9.0789358E7
delegado 171: ;1.3;9.0764002E7
delegado 172: ;1.3;8.9664177E7
delegado 173: ;1.3;8.9038317E7
delegado 174: ;1.3;8.9559339E7
delegado 175: ;1.3;9.0716215E7
delegado 176: ;0.0;9.179361E7
delegado 177: ;0.0;9.2135919E7
delegado 178: ;0.0;9.1345488E7
delegado 179: ;0.0;9.1634647E7
delegado 180: ;0.0;9.0398776E7
delegado 181: ;0.0;9.1720468E7
delegado 182: ;4.8;8.9999171E7
delegado 183: ;4.8;1.03371644E8
delegado 184: ;4.8;1.03318981E8
delegado 185: ;4.8;1.02980818E8
delegado 186: ;4.8;8.954983E7
delegado 187: ;4.8;1.04501214E8
delegado 188: ;2.6;1.05019553E8
delegado 189: ;2.6;9.4955822E7
delegado 190: ;2.6;9.0344893E7
delegado 191: ;2.6;8.6965203E7
delegado 192: ;2.6;1.03179034E8
delegado 193: ;2.6;1.02852817E8
delegado 194: ;5.8;1.01346073E8
delegado 195: ;5.8;1.01513571E8
delegado 196: ;5.8;1.02843552E8
delegado 197: ;5.8;1.04326402E8
delegado 198: ;5.8;1.03999454E8
delegado 199: ;5.8;1.02026058E8
delegado 200: ;0.0;1.02257189E8
delegado 201: ;0.0;1.02042394E8
delegado 202: ;0.0;9.2539668E7
delegado 203: ;0.0;9.1526639E7
delegado 204: ;0.0;9.1156047E7
delegado 205: ;5.5;9.071207E7
delegado 206: ;5.5;9.385307E7
delegado 207: ;5.5;9.2125191E7
delegado 208: ;5.5;9.1021465E7
delegado 209: ;5.5;9.1014151E7
delegado 210: ;5.5;9.1935752E7
delegado 211: ;5.5;9.3114571E7
delegado 212: ;5.5;9.0871522E7
delegado 213: ;5.5;8.8207658E7
delegado 214: ;5.5;8.9731955E7
delegado 215: ;5.5;8.8286164E7
delegado 216: ;6.2;8.9402325E7
delegado 217: ;6.2;8.9767552E7
delegado 218: ;6.2;8.9278713E7
delegado 219: ;6.2;8.9217274E7
delegado 220: ;6.2;1.04592642E8
delegado 221: ;6.2;8.9040511E7
delegado 222: ;4.4;8.973415E7
delegado 223: ;4.4;1.01726173E8
delegado 224: ;4.4;1.01585738E8
delegado 225: ;4.4;1.02096276E8
delegado 226: ;4.4;1.0251124E8
delegado 227: ;4.4;1.02299126E8
delegado 228: ;3.5;1.03131735E8
delegado 229: ;3.5;1.02858913E8
delegado 230: ;3.5;1.03866578E8
delegado 231: ;3.5;1.04279591E8
delegado 232: ;3.5;9.9861516E7
delegado 233: ;3.5;1.00839924E8
delegado 234: ;6.3;1.00914773E8
delegado 235: ;6.3;1.01616215E8
delegado 236: ;6.3;1.00102644E8
delegado 237: ;6.3;9.9906377E7
delegado 238: ;6.3;1.01086173E8
delegado 239: ;6.3;1.01925852E8
delegado 240: ;5.0;1.00198217E8
delegado 241: ;5.0;1.00322073E8
delegado 242: ;5.0;1.0185466E8
delegado 243: ;5.0;1.01820283E8
delegado 244: ;5.0;9.8674651E7
delegado 245: ;5.0;9.7011381E7
delegado 246: ;4.8;9.7192532E7
delegado 247: ;4.8;9.9341713E7
delegado 248: ;4.8;9.755849E7
delegado 249: ;4.8;9.7956875E7
delegado 250: ;4.8;9.9283931E7
delegado 251: ;4.8;9.9579672E7
delegado 252: ;2.4;9.6902154E7
delegado 253: ;2.4;9.7730375E7
delegado 254: ;2.4;9.6690527E7
delegado 255: ;2.4;9.6530345E7
delegado 256: ;2.4;9.5196706E7
delegado 257: ;2.4;9.4178801E7
delegado 258: ;2.8;9.5576561E7
delegado 259: ;2.8;9.6829987E7
delegado 260: ;2.8;9.6459396E7
delegado 261: ;2.8;9.6564478E7
delegado 262: ;2.8;9.3913779E7
delegado 263: ;2.8;9.528911E7
delegado 264: ;15.2;9.4861711E7
delegado 265: ;15.2;9.5372492E7
delegado 266: ;15.2;9.2722282E7
delegado 267: ;15.2;9.3408118E7
delegado 268: ;15.2;9.3466876E7
delegado 269: ;15.2;9.4170998E7
delegado 270: ;5.1;9.4791981E7
delegado 271: ;5.1;9.4497703E7
delegado 272: ;5.1;9.4558412E7
delegado 273: ;5.1;9.4773452E7
delegado 274: ;5.1;9.4987761E7
delegado 275: ;5.1;1.0480622E8
delegado 276: ;5.0;9.1830425E7
delegado 277: ;5.0;9.1799218E7
delegado 278: ;5.0;9.1145076E7
delegado 279: ;5.0;9.112484E7
delegado 280: ;5.0;9.3719463E7
delegado 281: ;5.0;9.1571744E7
delegado 282: ;2.8;9.3944743E7
delegado 283: ;2.8;9.5948859E7
delegado 284: ;2.8;9.3505154E7
delegado 285: ;2.8;9.3445665E7
delegado 286: ;2.8;9.2012795E7
delegado 287: ;2.8;9.2728621E7
delegado 288: ;1.3;8.9783888E7
delegado 289: ;1.3;8.9570554E7
delegado 290: ;1.3;9.0871278E7
delegado 291: ;1.3;9.182945E7
delegado 292: ;1.3;9.1246258E7
delegado 293: ;1.3;9.1925999E7
delegado 294: ;1.4;9.2017428E7
delegado 295: ;1.4;9.162977E7
delegado 296: ;1.4;9.2026936E7
delegado 297: ;1.4;9.1508109E7
delegado 298: ;1.4;9.0332459E7
delegado 299: ;1.4;8.8063566E7
delegado 300: ;3.1;8.9280177E7
delegado 301: ;3.1;1.0616936E8
delegado 302: ;3.1;8.8596534E7
delegado 303: ;3.1;1.05728552E8
delegado 304: ;3.1;8.903661E7
delegado 305: ;3.1;9.0496055E7
delegado 306: ;1.5;1.02534645E8
delegado 307: ;1.5;9.009255E7
delegado 308: ;1.5;9.0551888E7
delegado 309: ;1.5;1.01941456E8
delegado 310: ;1.5;1.01898546E8
delegado 311: ;3.0;1.04641405E8
delegado 312: ;3.0;1.04559241E8
delegado 313: ;3.0;1.03973366E8
delegado 314: ;3.0;1.03887789E8
delegado 315: ;3.0;1.04701625E8
