delegado;memoria;tiempo
delegado 0: ;0.0;2.37074675E8
delegado 1: ;0.0;2.37038834E8
delegado 3: ;0.0;1.00135071E8
delegado 2: ;0.0;9.9953432E7
delegado 4: ;10.7;1.01739582E8
delegado 5: ;10.7;1.01133471E8
delegado 6: ;10.7;1.01590614E8
delegado 7: ;10.7;1.01500648E8
delegado 8: ;0.0;1.00448123E8
delegado 9: ;0.0;1.01138835E8
delegado 11: ;0.0;1.01952672E8
delegado 10: ;0.0;1.02066774E8
delegado 12: ;0.0;9.8510323E7
delegado 13: ;0.0;9.7812052E7
delegado 14: ;6.9;1.00760687E8
delegado 15: ;6.9;9.8653439E7
delegado 16: ;6.9;9.9114727E7
delegado 17: ;6.9;1.01810531E8
delegado 18: ;6.9;9.6422824E7
delegado 19: ;6.9;9.8673919E7
delegado 20: ;6.1;9.7462673E7
delegado 21: ;6.1;9.8893348E7
delegado 22: ;6.1;9.7103297E7
delegado 23: ;6.1;9.7145477E7
delegado 24: ;6.1;9.7612128E7
delegado 25: ;6.1;9.8659778E7
delegado 26: ;2.3;9.6692722E7
delegado 27: ;2.3;9.4754923E7
delegado 28: ;2.3;9.8080243E7
delegado 29: ;2.3;9.7457553E7
delegado 30: ;2.3;9.792396E7
delegado 31: ;2.3;9.7812296E7
delegado 32: ;3.7;9.7386604E7
delegado 33: ;3.7;9.7227152E7
delegado 34: ;3.7;9.5348843E7
delegado 35: ;3.7;9.6035655E7
delegado 36: ;3.7;9.3618769E7
delegado 37: ;3.7;9.3785779E7
delegado 38: ;3.7;9.5164767E7
delegado 39: ;3.7;9.5253269E7
delegado 40: ;3.7;9.5002389E7
delegado 41: ;3.7;9.6533758E7
delegado 42: ;3.7;8.9621022E7
delegado 43: ;3.7;9.3399097E7
delegado 44: ;2.6;9.2992666E7
delegado 45: ;2.6;9.3852095E7
delegado 46: ;2.6;9.4183188E7
delegado 47: ;2.6;9.2002798E7
delegado 48: ;2.6;9.4555242E7
delegado 49: ;2.6;9.4170754E7
delegado 50: ;1.1;9.3252324E7
delegado 51: ;1.1;9.3375935E7
delegado 52: ;1.1;9.4829285E7
delegado 53: ;1.1;9.2565024E7
delegado 54: ;1.1;9.4841963E7
delegado 55: ;1.1;9.2185412E7
delegado 56: ;4.1;9.2568925E7
delegado 57: ;4.1;9.1411561E7
delegado 59: ;4.1;9.2423614E7
delegado 58: ;4.1;9.314456E7
delegado 60: ;4.1;9.1728757E7
delegado 61: ;4.1;9.1666098E7
delegado 62: ;2.6;9.319771E7
delegado 63: ;2.6;9.116068E7
delegado 64: ;2.6;9.2635973E7
delegado 65: ;2.6;9.4831234E7
delegado 66: ;2.6;9.293659E7
delegado 67: ;2.6;9.3275729E7
delegado 68: ;2.0;9.1369382E7
delegado 69: ;2.0;9.1406928E7
delegado 70: ;2.0;8.9554219E7
delegado 71: ;2.0;8.9593715E7
delegado 72: ;2.0;9.2128849E7
delegado 73: ;2.0;9.1688041E7
delegado 74: ;1.7;9.2161519E7
delegado 75: ;1.7;8.9026614E7
delegado 76: ;1.7;8.9941632E7
delegado 77: ;1.7;9.0234447E7
delegado 78: ;1.7;1.0609963E8
delegado 79: ;1.7;1.06561406E8
delegado 80: ;4.7;1.04735271E8
delegado 81: ;4.7;1.04999561E8
delegado 82: ;4.7;1.04424901E8
delegado 83: ;4.7;1.04468544E8
delegado 84: ;4.7;1.0264119E8
delegado 85: ;4.7;1.0378417E8
delegado 86: ;2.7;1.04729664E8
delegado 87: ;2.7;1.04535835E8
delegado 88: ;2.7;1.02625586E8
delegado 89: ;2.7;1.02794547E8
delegado 90: ;2.7;1.02690684E8
delegado 91: ;2.7;1.02482714E8
delegado 92: ;7.4;1.02373E8
delegado 93: ;7.4;1.02418836E8
delegado 94: ;7.4;1.03315811E8
delegado 95: ;7.4;1.01607194E8
delegado 96: ;7.4;1.0293108E8
delegado 97: ;7.4;1.01427262E8
delegado 98: ;6.0;1.01510645E8
delegado 99: ;6.0;1.00090209E8
delegado 100: ;6.0;1.02814052E8
delegado 101: ;6.0;1.01626211E8
delegado 102: ;6.0;1.02399575E8
delegado 103: ;6.0;1.01826134E8
delegado 104: ;10.5;1.01545266E8
delegado 105: ;10.5;1.0210871E8
